verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob
atropellar,1525,atropello,atropellas,atropella,atropellamos,atropelláis,atropellan,atropellás,atropellaba,atropellabas,atropellaba,atropellábamos,atropellabais,atropellaban,atropellabas,atropellé,atropellaste,atropelló,atropellamos,atropellasteis,atropellaron,atropellaste,atropellaré,atropellarás,atropellará,atropellaremos,atropellaréis,atropellarán,atropellarás,atropellaría,atropellarías,atropellaría,atropellaríamos,atropellaríais,atropellarían,atropellarías,0.0004387779587876723
cascar,1525,casco,cascas,casca,cascamos,cascáis,cascan,cascás,cascaba,cascabas,cascaba,cascábamos,cascabais,cascaban,cascabas,casqué,cascaste,cascó,cascamos,cascasteis,cascaron,cascaste,cascaré,cascarás,cascará,cascaremos,cascaréis,cascarán,cascarás,cascaría,cascarías,cascaría,cascaríamos,cascaríais,cascarían,cascarías,0.0004387779587876723
trepar,1525,trepo,trepas,trepa,trepamos,trepáis,trepan,trepás,trepaba,trepabas,trepaba,trepábamos,trepabais,trepaban,trepabas,trepé,trepaste,trepó,trepamos,trepasteis,treparon,trepaste,treparé,treparás,trepará,treparemos,treparéis,treparán,treparás,treparía,treparías,treparía,treparíamos,treparíais,treparían,treparías,0.0004387779587876723
aclarar,1524,aclaro,aclaras,aclara,aclaramos,aclaráis,aclaran,aclarás,aclaraba,aclarabas,aclaraba,aclarábamos,aclarabais,aclaraban,aclarabas,aclaré,aclaraste,aclaró,aclaramos,aclarasteis,aclararon,aclaraste,aclararé,aclararás,aclarará,aclararemos,aclararéis,aclararán,aclararás,aclararía,aclararías,aclararía,aclararíamos,aclararíais,aclararían,aclararías,0.00043849023553600827
arrestar,1524,arresto,arrestas,arresta,arrestamos,arrestáis,arrestan,arrestás,arrestaba,arrestabas,arrestaba,arrestábamos,arrestabais,arrestaban,arrestabas,arresté,arrestaste,arrestó,arrestamos,arrestasteis,arrestaron,arrestaste,arrestaré,arrestarás,arrestará,arrestaremos,arrestaréis,arrestarán,arrestarás,arrestaría,arrestarías,arrestaría,arrestaríamos,arrestaríais,arrestarían,arrestarías,0.00043849023553600827
asesinar,1524,asesino,asesinas,asesina,asesinamos,asesináis,asesinan,asesinás,asesinaba,asesinabas,asesinaba,asesinábamos,asesinabais,asesinaban,asesinabas,asesiné,asesinaste,asesinó,asesinamos,asesinasteis,asesinaron,asesinaste,asesinaré,asesinarás,asesinará,asesinaremos,asesinaréis,asesinarán,asesinarás,asesinaría,asesinarías,asesinaría,asesinaríamos,asesinaríais,asesinarían,asesinarías,0.00043849023553600827
anular,1520,anulo,anulas,anula,anulamos,anuláis,anulan,anulás,anulaba,anulabas,anulaba,anulábamos,anulabais,anulaban,anulabas,anulé,anulaste,anuló,anulamos,anulasteis,anularon,anulaste,anularé,anularás,anulará,anularemos,anularéis,anularán,anularás,anularía,anularías,anularía,anularíamos,anularíais,anularían,anularías,0.00043733934252935207
rehacer,1519,rehago,rehaces,rehace,rehacemos,rehacéis,rehacen,rehacés,rehacía,rehacías,rehacía,rehacíamos,rehacíais,rehacían,rehacías,rehíce,rehiciste,rehízo,rehicimos,rehicisteis,rehicieron,rehiciste,reharé,reharás,rehará,reharemos,reharéis,reharán,reharás,reharía,reharías,reharía,reharíamos,reharíais,reharían,reharías,0.00043705161927768804
arriesgar,1519,arriesgo,arriesgas,arriesga,arriesgamos,arriesgáis,arriesgan,arriesgás,arriesgaba,arriesgabas,arriesgaba,arriesgábamos,arriesgabais,arriesgaban,arriesgabas,arriesgué,arriesgaste,arriesgó,arriesgamos,arriesgasteis,arriesgaron,arriesgaste,arriesgaré,arriesgarás,arriesgará,arriesgaremos,arriesgaréis,arriesgarán,arriesgarás,arriesgaría,arriesgarías,arriesgaría,arriesgaríamos,arriesgaríais,arriesgarían,arriesgarías,0.00043705161927768804
bromear,1519,bromeo,bromeas,bromea,bromeamos,bromeáis,bromean,bromeás,bromeaba,bromeabas,bromeaba,bromeábamos,bromeabais,bromeaban,bromeabas,bromeé,bromeaste,bromeó,bromeamos,bromeasteis,bromearon,bromeaste,bromearé,bromearás,bromeará,bromearemos,bromearéis,bromearán,bromearás,bromearía,bromearías,bromearía,bromearíamos,bromearíais,bromearían,bromearías,0.00043705161927768804
evaluar,1519,evalúo,evalúas,evalúa,evaluamos,evaluáis,evalúan,evaluás,evaluaba,evaluabas,evaluaba,evaluábamos,evaluabais,evaluaban,evaluabas,evalué,evaluaste,evaluó,evaluamos,evaluasteis,evaluaron,evaluaste,evaluaré,evaluarás,evaluará,evaluaremos,evaluaréis,evaluarán,evaluarás,evaluaría,evaluarías,evaluaría,evaluaríamos,evaluaríais,evaluarían,evaluarías,0.00043705161927768804
atrapar,1517,atrapo,atrapas,atrapa,atrapamos,atrapáis,atrapan,atrapás,atrapaba,atrapabas,atrapaba,atrapábamos,atrapabais,atrapaban,atrapabas,atrapé,atrapaste,atrapó,atrapamos,atrapasteis,atraparon,atrapaste,atraparé,atraparás,atrapará,atraparemos,atraparéis,atraparán,atraparás,atraparía,atraparías,atraparía,atraparíamos,atraparíais,atraparían,atraparías,0.00043647617277435996
adscribir,1516,adscribo,adscribes,adscribe,adscribimos,adscribís,adscriben,adscribís,adscribía,adscribías,adscribía,adscribíamos,adscribíais,adscribían,adscribías,adscribí,adscribiste,adscribió,adscribimos,adscribisteis,adscribieron,adscribiste,adscribiré,adscribirás,adscribirá,adscribiremos,adscribiréis,adscribirán,adscribirás,adscribiría,adscribirías,adscribiría,adscribiríamos,adscribiríais,adscribirían,adscribirías,0.0004361884495226959
arrendar,1516,arriendo,arriendas,arrienda,arrendamos,arrendáis,arriendan,arrendás,arrendaba,arrendabas,arrendaba,arrendábamos,arrendabais,arrendaban,arrendabas,arrendé,arrendaste,arrendó,arrendamos,arrendasteis,arrendaron,arrendaste,arrendaré,arrendarás,arrendará,arrendaremos,arrendaréis,arrendarán,arrendarás,arrendaría,arrendarías,arrendaría,arrendaríamos,arrendaríais,arrendarían,arrendarías,0.0004361884495226959
rodear,1516,rodeo,rodeas,rodea,rodeamos,rodeáis,rodean,rodeás,rodeaba,rodeabas,rodeaba,rodeábamos,rodeabais,rodeaban,rodeabas,rodeé,rodeaste,rodeó,rodeamos,rodeasteis,rodearon,rodeaste,rodearé,rodearás,rodeará,rodearemos,rodearéis,rodearán,rodearás,rodearía,rodearías,rodearía,rodearíamos,rodearíais,rodearían,rodearías,0.0004361884495226959
suspender,1516,suspendo,suspendes,suspende,suspendemos,suspendéis,suspenden,suspendés,suspendía,suspendías,suspendía,suspendíamos,suspendíais,suspendían,suspendías,suspendí,suspendiste,suspendió,suspendimos,suspendisteis,suspendieron,suspendiste,suspenderé,suspenderás,suspenderá,suspenderemos,suspenderéis,suspenderán,suspenderás,suspendería,suspenderías,suspendería,suspenderíamos,suspenderíais,suspenderían,suspenderías,0.0004361884495226959
insultar,1516,insulto,insultas,insulta,insultamos,insultáis,insultan,insultás,insultaba,insultabas,insultaba,insultábamos,insultabais,insultaban,insultabas,insulté,insultaste,insultó,insultamos,insultasteis,insultaron,insultaste,insultaré,insultarás,insultará,insultaremos,insultaréis,insultarán,insultarás,insultaría,insultarías,insultaría,insultaríamos,insultaríais,insultarían,insultarías,0.0004361884495226959
suplicar,1515,suplico,suplicas,suplica,suplicamos,suplicáis,suplican,suplicás,suplicaba,suplicabas,suplicaba,suplicábamos,suplicabais,suplicaban,suplicabas,supliqué,suplicaste,suplicó,suplicamos,suplicasteis,suplicaron,suplicaste,suplicaré,suplicarás,suplicará,suplicaremos,suplicaréis,suplicarán,suplicarás,suplicaría,suplicarías,suplicaría,suplicaríamos,suplicaríais,suplicarían,suplicarías,0.00043590072627103184
repasar,1515,repaso,repasas,repasa,repasamos,repasáis,repasan,repasás,repasaba,repasabas,repasaba,repasábamos,repasabais,repasaban,repasabas,repasé,repasaste,repasó,repasamos,repasasteis,repasaron,repasaste,repasaré,repasarás,repasará,repasaremos,repasaréis,repasarán,repasarás,repasaría,repasarías,repasaría,repasaríamos,repasaríais,repasarían,repasarías,0.00043590072627103184
pudrir,1513,pudro,pudres,pudre,pudrimos,pudrís,pudren,pudrís,pudría,pudrías,pudría,pudríamos,pudríais,pudrían,pudrías,pudrí,pudriste,pudrió,pudrimos,pudristeis,pudrieron,pudriste,pudriré,pudrirás,pudrirá,pudriremos,pudriréis,pudrirán,pudrirás,pudriría,pudrirías,pudriría,pudriríamos,pudriríais,pudrirían,pudrirías,0.00043532527976770377
rehuir,1513,rehúyo,rehúyes,rehúye,rehuimos,rehuís,rehúyen,rehuís,rehuía,rehuías,rehuía,rehuíamos,rehuíais,rehuían,rehuías,rehuí,rehuiste,rehuyó,rehuimos,rehuisteis,rehuyeron,rehuiste,rehuiré,rehuirás,rehuirá,rehuiremos,rehuiréis,rehuirán,rehuirás,rehuiría,rehuirías,rehuiría,rehuiríamos,rehuiríais,rehuirían,rehuirías,0.00043532527976770377
clasificar,1513,clasifico,clasificas,clasifica,clasificamos,clasificáis,clasifican,clasificás,clasificaba,clasificabas,clasificaba,clasificábamos,clasificabais,clasificaban,clasificabas,clasifiqué,clasificaste,clasificó,clasificamos,clasificasteis,clasificaron,clasificaste,clasificaré,clasificarás,clasificará,clasificaremos,clasificaréis,clasificarán,clasificarás,clasificaría,clasificarías,clasificaría,clasificaríamos,clasificaríais,clasificarían,clasificarías,0.00043532527976770377
tronar,1512,trueno,truenas,truena,tronamos,tronáis,truenan,tronás,tronaba,tronabas,tronaba,tronábamos,tronabais,tronaban,tronabas,troné,tronaste,tronó,tronamos,tronasteis,tronaron,tronaste,tronaré,tronarás,tronará,tronaremos,tronaréis,tronarán,tronarás,tronaría,tronarías,tronaría,tronaríamos,tronaríais,tronarían,tronarías,0.00043503755651603973
apuntar,1512,apunto,apuntas,apunta,apuntamos,apuntáis,apuntan,apuntás,apuntaba,apuntabas,apuntaba,apuntábamos,apuntabais,apuntaban,apuntabas,apunté,apuntaste,apuntó,apuntamos,apuntasteis,apuntaron,apuntaste,apuntaré,apuntarás,apuntará,apuntaremos,apuntaréis,apuntarán,apuntarás,apuntaría,apuntarías,apuntaría,apuntaríamos,apuntaríais,apuntarían,apuntarías,0.00043503755651603973
coludir,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043503755651603973
aprehender,1511,aprehendo,aprehendes,aprehende,aprehendemos,aprehendéis,aprehenden,aprehendés,aprehendía,aprehendías,aprehendía,aprehendíamos,aprehendíais,aprehendían,aprehendías,aprehendí,aprehendiste,aprehendió,aprehendimos,aprehendisteis,aprehendieron,aprehendiste,aprehenderé,aprehenderás,aprehenderá,aprehenderemos,aprehenderéis,aprehenderán,aprehenderás,aprehendería,aprehenderías,aprehendería,aprehenderíamos,aprehenderíais,aprehenderían,aprehenderías,0.00043474983326437564
agrupar,1511,agrupo,agrupas,agrupa,agrupamos,agrupáis,agrupan,agrupás,agrupaba,agrupabas,agrupaba,agrupábamos,agrupabais,agrupaban,agrupabas,agrupé,agrupaste,agrupó,agrupamos,agrupasteis,agruparon,agrupaste,agruparé,agruparás,agrupará,agruparemos,agruparéis,agruparán,agruparás,agruparía,agruparías,agruparía,agruparíamos,agruparíais,agruparían,agruparías,0.00043474983326437564
lloviznar,1510,–,–,llovizna,–,–,–,–,–,–,lloviznaba,–,–,–,–,–,–,lloviznó,–,–,–,–,–,–,lloviznará,–,–,–,–,–,–,lloviznaría,–,–,–,–,0.0004344621100127116
asentir,1510,asiento,asientes,asiente,asentimos,asentís,asienten,asentís,asentía,asentías,asentía,asentíamos,asentíais,asentían,asentías,asentí,asentiste,asintió,asentimos,asentisteis,asintieron,asentiste,asentiré,asentirás,asentirá,asentiremos,asentiréis,asentirán,asentirás,asentiría,asentirías,asentiría,asentiríamos,asentiríais,asentirían,asentirías,0.0004344621100127116
descomponer,1509,descompongo,descompones,descompone,descomponemos,descomponéis,descomponen,descomponés,descomponía,descomponías,descomponía,descomponíamos,descomponíais,descomponían,descomponías,descompuse,descompusiste,descompuso,descompusimos,descompusisteis,descompusieron,descompusiste,descompondré,descompondrás,descompondrá,descompondremos,descompondréis,descompondrán,descompondrás,descompondría,descompondrías,descompondría,descompondríamos,descompondríais,descompondrían,descompondrías,0.00043417438676104757
brillar,1509,brillo,brillas,brilla,brillamos,brilláis,brillan,brillás,brillaba,brillabas,brillaba,brillábamos,brillabais,brillaban,brillabas,brillé,brillaste,brilló,brillamos,brillasteis,brillaron,brillaste,brillaré,brillarás,brillará,brillaremos,brillaréis,brillarán,brillarás,brillaría,brillarías,brillaría,brillaríamos,brillaríais,brillarían,brillarías,0.00043417438676104757
adelantar,1508,adelanto,adelantas,adelanta,adelantamos,adelantáis,adelantan,adelantás,adelantaba,adelantabas,adelantaba,adelantábamos,adelantabais,adelantaban,adelantabas,adelanté,adelantaste,adelantó,adelantamos,adelantasteis,adelantaron,adelantaste,adelantaré,adelantarás,adelantará,adelantaremos,adelantaréis,adelantarán,adelantarás,adelantaría,adelantarías,adelantaría,adelantaríamos,adelantaríais,adelantarían,adelantarías,0.00043388666350938353
pulir,1508,pulo,pules,pule,pulimos,pulís,pulen,pulís,pulía,pulías,pulía,pulíamos,pulíais,pulían,pulías,pulí,puliste,pulió,pulimos,pulisteis,pulieron,puliste,puliré,pulirás,pulirá,puliremos,puliréis,pulirán,pulirás,puliría,pulirías,puliría,puliríamos,puliríais,pulirían,pulirías,0.00043388666350938353
situar,1508,sitúo,sitúas,sitúa,situamos,situáis,sitúan,situás,situaba,situabas,situaba,situábamos,situabais,situaban,situabas,situé,situaste,situó,situamos,situasteis,situaron,situaste,situaré,situarás,situará,situaremos,situaréis,situarán,situarás,situaría,situarías,situaría,situaríamos,situaríais,situarían,situarías,0.00043388666350938353
soplar,1507,soplo,soplas,sopla,soplamos,sopláis,soplan,soplás,soplaba,soplabas,soplaba,soplábamos,soplabais,soplaban,soplabas,soplé,soplaste,sopló,soplamos,soplasteis,soplaron,soplaste,soplaré,soplarás,soplará,soplaremos,soplaréis,soplarán,soplarás,soplaría,soplarías,soplaría,soplaríamos,soplaríais,soplarían,soplarías,0.0004335989402577195
involucrar,1507,involucro,involucras,involucra,involucramos,involucráis,involucran,involucrás,involucraba,involucrabas,involucraba,involucrábamos,involucrabais,involucraban,involucrabas,involucré,involucraste,involucró,involucramos,involucrasteis,involucraron,involucraste,involucraré,involucrarás,involucrará,involucraremos,involucraréis,involucrarán,involucrarás,involucraría,involucrarías,involucraría,involucraríamos,involucraríais,involucrarían,involucrarías,0.0004335989402577195
experimentar,1506,experimento,experimentas,experimenta,experimentamos,experimentáis,experimentan,experimentás,experimentaba,experimentabas,experimentaba,experimentábamos,experimentabais,experimentaban,experimentabas,experimenté,experimentaste,experimentó,experimentamos,experimentasteis,experimentaron,experimentaste,experimentaré,experimentarás,experimentará,experimentaremos,experimentaréis,experimentarán,experimentarás,experimentaría,experimentarías,experimentaría,experimentaríamos,experimentaríais,experimentarían,experimentarías,0.0004333112170060554
provocar,1505,provoco,provocas,provoca,provocamos,provocáis,provocan,provocás,provocaba,provocabas,provocaba,provocábamos,provocabais,provocaban,provocabas,provoqué,provocaste,provocó,provocamos,provocasteis,provocaron,provocaste,provocaré,provocarás,provocará,provocaremos,provocaréis,provocarán,provocarás,provocaría,provocarías,provocaría,provocaríamos,provocaríais,provocarían,provocarías,0.00043302349375439137
instalar,1504,instalo,instalas,instala,instalamos,instaláis,instalan,instalás,instalaba,instalabas,instalaba,instalábamos,instalabais,instalaban,instalabas,instalé,instalaste,instaló,instalamos,instalasteis,instalaron,instalaste,instalaré,instalarás,instalará,instalaremos,instalaréis,instalarán,instalarás,instalaría,instalarías,instalaría,instalaríamos,instalaríais,instalarían,instalarías,0.00043273577050272733
revivir,1504,revivo,revives,revive,revivimos,revivís,reviven,revivís,revivía,revivías,revivía,revivíamos,revivíais,revivían,revivías,reviví,reviviste,revivió,revivimos,revivisteis,revivieron,reviviste,reviviré,revivirás,revivirá,reviviremos,reviviréis,revivirán,revivirás,reviviría,revivirías,reviviría,reviviríamos,reviviríais,revivirían,revivirías,0.00043273577050272733
civilizar,1503,civilizo,civilizas,civiliza,civilizamos,civilizáis,civilizan,civilizás,civilizaba,civilizabas,civilizaba,civilizábamos,civilizabais,civilizaban,civilizabas,civilicé,civilizaste,civilizó,civilizamos,civilizasteis,civilizaron,civilizaste,civilizaré,civilizarás,civilizará,civilizaremos,civilizaréis,civilizarán,civilizarás,civilizaría,civilizarías,civilizaría,civilizaríamos,civilizaríais,civilizarían,civilizarías,0.0004324480472510633
fraguar,1503,fraguo,fraguas,fragua,fraguamos,fraguáis,fraguan,fraguás,fraguaba,fraguabas,fraguaba,fraguábamos,fraguabais,fraguaban,fraguabas,fragüé,fraguaste,fraguó,fraguamos,fraguasteis,fraguaron,fraguaste,fraguaré,fraguarás,fraguará,fraguaremos,fraguaréis,fraguarán,fraguarás,fraguaría,fraguarías,fraguaría,fraguaríamos,fraguaríais,fraguarían,fraguarías,0.0004324480472510633
